-1.1212306191  -1.6134782079  
0.8790135515  0.3867659627  
1.8791356368  -0.6133561226  
-0.1211085338  1.3868880480  
-0.6211695764  -0.1132950800  
1.3790745942  1.8869490906  
0.3789525089  -1.1134171653  
-1.6212916617  0.8868270053  
-1.7463069224  -1.2384324259  
0.2539372482  0.7618117447  
1.2540593335  -0.2383103406  
-0.7461848371  1.7619338300  
-0.2461237944  -0.7383713833  
1.7541203762  1.2618727873  
0.7539982909  -1.7384934686  
-1.2462458797  0.2617507020  
-1.4962764011  -0.4883408620  
0.5039677695  1.5119033086  
1.5040898549  -1.4884629473  
-0.4961543158  0.5117812233  
-0.9962153584  -1.9885239899  
1.0040288122  0.0117201807  
0.0039067269  -0.9884019046  
-1.9963374437  1.0118422660  
-1.9943840801  -0.4942009521  
0.0058600905  1.5060432185  
1.0059821758  -1.4943230374  
-0.9942619948  0.5059211332  
-0.4942009521  -1.9943840801  
1.5060432185  0.0058600905  
0.5059211332  -0.9942619948  
-1.4943230374  1.0059821758  
-1.2442925161  -1.2442925161  
0.7559516545  0.7559516545  
1.7560737398  -0.2441704308  
-0.2441704308  1.7560737398  
-0.7442314734  -0.7442314734  
1.2560126972  1.2560126972  
0.2558906119  -1.7443535587  
-1.7443535587  0.2558906119  
-1.6193382981  -1.6193382981  
0.3809058725  0.3809058725  
1.3810279578  -0.6192162128  
-0.6192162128  1.3810279578  
-0.1191551701  -0.1191551701  
1.8810890005  1.8810890005  
0.8809669152  -1.1192772554  
-1.1192772554  0.8809669152  
-1.3693077767  -0.8692467341  
0.6309363939  1.1309974365  
1.6310584792  -1.8693688194  
-0.3691856914  0.1308753512  
-0.8692467341  -1.3693077767  
1.1309974365  0.6309363939  
0.1308753512  -0.3691856914  
-1.8693688194  1.6310584792  
-1.8068611891  -1.4318154071  
0.1933829815  0.5684287635  
1.1935050668  -0.4316933218  
-0.8067391038  1.5685508488  
-0.3066780611  -0.9317543644  
1.6935661095  1.0684898062  
0.6934440242  -1.9318764497  
-1.3068001464  0.0683677209  
-1.0567696251  -0.1816628005  
0.9434745455  1.8185813702  
1.9435966308  -1.1817848858  
-0.0566475398  0.8184592849  
-0.5567085824  -1.6818459284  
1.4435355882  0.3183982422  
0.4434135029  -0.6817238431  
-1.5568306677  1.3185203275  
-1.6818459284  -0.5567085824  
0.3183982422  1.4435355882  
1.3185203275  -1.5568306677  
-0.6817238431  0.4434135029  
-0.1816628005  -1.0567696251  
1.8185813702  0.9434745455  
0.8184592849  -0.0566475398  
-1.1817848858  1.9435966308  
-1.4318154071  -1.8068611891  
0.5684287635  0.1933829815  
1.5685508488  -0.8067391038  
-0.4316933218  1.1935050668  
-0.9317543644  -0.3066780611  
1.0684898062  1.6935661095  
0.0683677209  -1.3068001464  
-1.9318764497  0.6934440242  
-1.9006226346  -1.9006226346  
0.0996215360  0.0996215360  
1.0997436213  -0.9005005493  
-0.9005005493  1.0997436213  
-0.4004395066  -0.4004395066  
1.5998046640  1.5998046640  
